Time,TimeIndex,CPU
12:24:26,141,6.2
12:24:27,142,17.3
12:24:28,143,32.8
12:24:29,144,9.6
12:24:30,145,25.6
12:24:31,146,11.9
12:24:32,147,11.2
12:24:33,148,14
12:24:34,149,20.9
12:24:35,150,11.2
12:24:36,151,11.9
12:24:37,152,11.2
12:24:38,153,19.9
12:24:39,154,20
12:24:40,155,27.7
12:24:41,156,9.3
12:24:42,157,11.6
12:24:43,158,9.6
12:24:44,159,8.9
12:24:45,160,14.7
12:24:46,161,32
12:24:47,162,12
12:24:48,163,11.1
12:24:49,164,10.1
12:24:50,165,8.5
12:24:51,166,20.9
12:24:52,167,27.3
12:24:53,168,11.9
12:24:54,169,13.5
12:24:55,170,36
12:24:56,171,30
12:24:57,172,15.3
12:24:58,173,29
12:24:59,174,15.4
12:25:00,175,13.5
12:25:01,176,14.2
12:25:02,177,13.4
12:25:03,178,15.5
12:25:04,179,22.7
12:25:05,180,10.4
12:25:06,181,11.7
12:25:07,182,11.2
12:25:08,183,15.4
12:25:09,184,17.5
12:25:10,185,26.6
12:25:11,186,13.8
12:25:12,187,10.9
12:25:13,188,9.7
12:25:14,189,17.6
12:25:15,190,15.8
12:25:16,191,24.7
12:25:17,192,11.6
12:25:18,193,12.4
12:25:19,194,14.7
12:25:20,195,13.4
12:25:21,196,16.9
12:25:22,197,47.9
12:25:23,198,28.3
12:25:24,199,27
12:25:25,200,24.1
12:25:26,201,10.4
12:25:27,202,17.8
12:25:28,203,32.7
12:25:29,204,10
12:25:30,205,39.1
12:25:31,206,49.4
12:25:32,207,29.3
12:25:33,208,25.7
12:25:34,209,42.8
12:25:35,210,24
12:25:36,211,24.9
12:25:37,212,57
12:25:38,213,23.6
12:25:39,214,29.2
12:25:40,215,48.5
12:25:41,216,25.4
12:25:42,217,22.8
12:25:43,218,23.6
12:25:44,219,40.8
12:25:45,220,30.7
12:25:46,221,60.4
12:25:47,222,31.4
12:25:48,223,30.2
12:25:49,224,37.4
12:25:50,225,35.1
12:25:51,226,44.7
12:25:52,227,54.5
12:25:53,228,43.6
12:25:54,229,18.2
12:25:55,230,38.9
12:25:56,231,47.5
12:25:57,232,27.1
12:25:58,233,30.3
12:25:59,234,53.2
12:26:00,235,44.2
12:26:01,236,23.5
12:26:02,237,24.4
12:26:03,238,54.2
12:26:04,239,30.8
12:26:05,240,45.3
12:26:06,241,39.5
12:26:07,242,43.5
12:26:08,243,31
12:26:09,244,30.7
12:26:10,245,36.4
12:26:11,246,28.8
12:26:12,247,49.6
12:26:13,248,61.7
12:26:14,249,23.5
12:26:15,250,23.5
12:26:16,251,34.2
12:26:17,252,26.7
12:26:18,253,39.2
12:26:19,254,31.2
12:26:20,255,25.1
12:26:21,256,47.8
12:26:22,257,34.1
12:26:23,258,37.4
12:26:24,259,53.5
12:26:25,260,32.6
12:26:26,261,17.6
12:26:27,262,44.2
12:26:28,263,25.7
12:26:29,264,33
12:26:30,265,51
12:26:31,266,33.8
12:26:32,267,51.3
12:26:33,268,34.6
12:26:34,269,26.9
12:26:35,270,26.1
12:26:36,271,46.4
12:26:37,272,43.5
12:26:38,273,44.3
12:26:39,274,19.9
12:26:40,275,27.6
12:26:41,276,28.7
12:26:42,277,36.5
12:26:43,278,47
12:26:44,279,25.6
12:26:45,280,36.7
12:26:46,281,54.1
12:26:47,282,29.3
12:26:48,283,33.5
12:26:49,284,49.4
12:26:50,285,26.4
12:26:51,286,21.6
12:26:52,287,20.3
12:26:53,288,32.4
12:26:54,289,40.2
12:26:55,290,59.6
12:26:56,291,59.8
12:26:57,292,28.2
12:26:58,293,20.5
12:26:59,294,37.5
12:27:00,295,33.1
12:27:01,296,46
12:27:02,297,41.2
12:27:03,298,22.9
12:27:04,299,48.6
12:27:05,300,37.3
12:27:06,301,24
12:27:07,302,33.5
12:27:08,303,45.3
12:27:09,304,16.7
12:27:10,305,27.7
12:27:11,306,22.6
12:27:12,307,29.4
12:27:13,308,28.2
12:27:14,309,43.1
12:27:15,310,32.2
12:27:16,311,26.2
12:27:17,312,46.7
12:27:18,313,19.7
12:27:19,314,26.7
12:27:20,315,42.8
12:27:21,316,43.3
12:27:22,317,36.9
12:27:23,318,48.8
12:27:24,319,34.9
12:27:25,320,36.1
12:27:26,321,31.2
12:27:27,322,27.4
12:27:28,323,13.8
12:27:29,324,32.4
12:27:30,325,35.2
12:27:31,326,28.8
12:27:32,327,40.5
12:27:33,328,42.1
12:27:34,329,28.9
12:27:35,330,27.3
12:27:36,331,30.1
12:27:37,332,28
12:27:38,333,40.8
12:27:39,334,42.2
12:27:40,335,11.5
12:27:41,336,13.5
12:27:42,337,7.4
12:27:43,338,10.1
12:27:44,339,26.1
12:27:45,340,15.5
12:27:46,341,12.4
12:27:47,342,8.2
12:27:48,343,11.5
12:27:49,344,10.4
12:27:50,345,23.3
12:27:51,346,13.6
12:27:52,347,11.9
12:27:53,348,10
12:27:54,349,8.9
12:27:55,350,11.2
12:27:56,351,34.6
12:27:57,352,42.7
12:27:58,353,10
12:27:59,354,9
12:28:00,355,17
12:28:01,356,14.5
12:28:02,357,27.2
12:28:03,358,12.5
12:28:04,359,13.5
12:28:05,360,12.4
12:28:06,361,10.9
12:28:07,362,13.7
12:28:08,363,28.7
12:28:09,364,14.7
12:28:10,365,18
12:28:11,366,13.4
12:28:12,367,12.4
12:28:13,368,9.7
12:28:14,369,34.2
12:28:15,370,15.1
12:28:16,371,14.7
12:28:17,372,16.4
12:28:18,373,16.3
12:28:19,374,10.3
12:28:20,375,48.5
12:28:21,376,13.6
12:28:22,377,48.3
12:28:23,378,52.7
12:28:24,379,52.3
12:28:25,380,49.2
12:28:26,381,45.9
12:28:27,382,26.8
12:28:28,383,28.6
12:28:29,384,12.1
12:28:30,385,44.7
12:28:31,386,13.4
12:28:32,387,24.6
12:28:33,388,10.4
12:28:34,389,12.8
12:28:35,390,9.3
12:28:36,391,15.8
12:28:37,392,14.3
12:28:38,393,31.3
12:28:39,394,9.7
12:28:40,395,10.4
12:28:41,396,12.4
12:28:42,397,8.9
12:28:43,398,15.4
12:28:44,399,38.9
12:28:45,400,11.2
12:28:46,401,6.6
12:28:47,402,13.6
12:28:48,403,8.9
12:28:49,404,13.2
12:28:50,405,34.2
12:28:51,406,12
12:28:52,407,11.5
12:28:53,408,8.9
12:28:54,409,10.1
12:28:55,410,13.8
12:28:56,411,28.8
12:28:57,412,35.5
12:28:58,413,19.4
12:28:59,414,34
12:29:00,415,17.2
12:29:01,416,13.1
12:29:02,417,30.5
12:29:03,418,9.7
12:29:04,419,13.4
12:29:05,420,9.6
12:29:06,421,11.6
12:29:07,422,8.6
12:29:08,423,31.8
12:29:09,424,5.8
12:29:10,425,11.9
12:29:11,426,12
12:29:12,427,13.7
12:29:13,428,7.4
12:29:14,429,29.7
12:29:15,430,17.7
12:29:16,431,13.7
12:29:17,432,12.4
12:29:18,433,14.2
12:29:19,434,11.2
12:29:20,435,30.7
12:29:21,436,27.9
12:29:22,437,32.7
12:29:23,438,29.5
12:29:24,439,30.1
12:29:25,440,22.1
12:29:26,441,23.9
12:29:27,442,16.6
12:29:28,443,17.9
12:29:29,444,25.7
12:29:30,445,49.6
12:29:31,446,48.7
12:29:32,447,55.7
12:29:33,448,35.8
12:29:34,449,33.3
12:29:36,450,62
12:29:37,451,34.4
12:29:38,452,22.8
12:29:39,453,39.4
12:29:40,454,22.2
12:29:41,455,24
12:29:42,456,17.6
12:29:43,457,52.3
12:29:44,458,25.9
12:29:45,459,34.4
12:29:46,460,32
12:29:47,461,21.5
12:29:48,462,27.3
12:29:49,463,28.2
12:29:50,464,25.1
12:29:51,465,52.3
12:29:52,466,26.3
12:29:53,467,20.8
12:29:54,468,21.4
12:29:55,469,31.9
12:29:56,470,31.8
12:29:57,471,53.2
12:29:58,472,27.8
12:29:59,473,53.6
12:30:00,474,33.8
12:30:01,475,31.8
12:30:02,476,39.6
12:30:03,477,54.3
12:30:04,478,38.3
12:30:05,479,39.6
12:30:06,480,27.5
12:30:07,481,34.4
12:30:08,482,41.9
12:30:09,483,34.4
12:30:10,484,36.8
12:30:11,485,30
12:30:12,486,40.7
12:30:13,487,57.9
12:30:14,488,38.8
12:30:15,489,41.2
12:30:16,490,37.3
12:30:17,491,23
12:30:18,492,26.7
12:30:19,493,24.4
12:30:20,494,31.7
12:30:21,495,34.3
12:30:22,496,77.6
12:30:23,497,54
12:30:24,498,33.5
12:30:25,499,32.6
12:30:26,500,24.6
12:30:27,501,20.2
12:30:28,502,40.9
12:30:29,503,28.9
12:30:30,504,36.5
12:30:31,505,27.7
12:30:32,506,33.8
12:30:33,507,33.2
12:30:34,508,41.8
12:30:35,509,17.9
12:30:36,510,19.2
12:30:37,511,26
12:30:38,512,27.5
12:30:39,513,30.5
12:30:40,514,45.2
12:30:41,515,16.3
12:30:42,516,11.6
12:30:43,517,12.4
12:30:44,518,10.8
12:30:45,519,20.5
12:30:46,520,27.2
12:30:47,521,16.7
12:30:48,522,10
12:30:49,523,7.8
12:30:50,524,10.8
12:30:51,525,10.5
12:30:52,526,22.9
12:30:53,527,22.8
12:30:54,528,10.4
12:30:55,529,10.5
12:30:56,530,11.4
12:30:57,531,13.4
12:30:58,532,25.9
12:30:59,533,45.2
12:31:00,534,27.9
12:31:01,535,14.6
12:31:02,536,13.8
12:31:03,537,12.3
12:31:04,538,20.6
12:31:05,539,15.1
12:31:06,540,9.3
12:31:07,541,14.2
12:31:08,542,16.4
12:31:09,543,15.3
12:31:10,544,24
12:31:11,545,13.6
12:31:12,546,14.6
12:31:13,547,14.3
12:31:14,548,13.1
12:31:15,549,11.1
12:31:16,550,32.2
12:31:17,551,14.1
12:31:18,552,14.3
12:31:19,553,14.7
12:31:20,554,16
12:31:21,555,14.2
12:31:22,556,42.5
12:31:23,557,29.3
12:31:24,558,28.7
12:31:25,559,28
12:31:26,560,13.6
12:31:27,561,7.4
12:31:28,562,35.1
12:31:29,563,12
12:31:30,564,22.7
12:31:31,565,12.8
12:31:32,566,15.9
12:31:33,567,41.5
12:31:34,568,39.3
12:31:35,569,32.7
12:31:36,570,27.7
12:31:37,571,27.8
12:31:38,572,28
12:31:39,573,19.4
12:31:40,574,30.4
12:31:41,575,11.3
12:31:42,576,10.8
12:31:43,577,14.8
12:31:44,578,12.6
12:31:45,579,8.1
12:31:46,580,30.5
12:31:47,581,9.7
12:31:48,582,12.1
12:31:49,583,10.8
12:31:50,584,13.9
12:31:51,585,12.7
12:31:52,586,28.5
12:31:53,587,11.7
12:31:54,588,17
12:31:55,589,9.6
12:31:56,590,12.4
12:31:57,591,14.2
12:31:58,592,26.1
12:31:59,593,17.6
12:32:00,594,52.5
12:32:01,595,12.7
12:32:02,596,12.9
12:32:03,597,29.4
12:32:04,598,30.8
12:32:05,599,24.5
12:32:06,600,26.6
12:32:07,601,17.7
12:32:08,602,14.3
12:32:09,603,77.2
12:32:10,604,83.8
12:32:11,605,36.2
12:32:12,606,25.7
12:32:13,607,24.6
12:32:14,608,28.4
12:32:15,609,28.9
12:32:16,610,48.5
12:32:17,611,25.4
12:32:18,612,26.2
12:32:19,613,25
12:32:20,614,26.1
12:32:21,615,32.7
12:32:22,616,58.8
12:32:23,617,51.9
12:32:24,618,49.6
12:32:25,619,26.2
12:32:26,620,6.2
12:32:27,621,14.8
12:32:28,622,12.8
12:32:29,623,7.8
12:32:30,624,23
12:32:31,625,7
12:32:32,626,12.1
12:32:33,627,21.8
12:32:34,628,16.3
12:32:35,629,7.4
12:32:36,630,5.5
12:32:37,631,4.7
12:32:38,632,7.8
12:32:39,633,24.4
12:32:40,634,19.3
12:32:41,635,5.9
12:32:42,636,7
12:32:43,637,9.3
12:32:44,638,14.1
12:32:45,639,17.9
12:32:46,640,16.3
12:32:47,641,7
12:32:48,642,5.9
12:32:49,643,5.5
12:32:50,644,9.4
12:32:51,645,18.9
12:32:52,646,21.7
12:32:53,647,8.1
12:32:54,648,8.1
12:32:55,649,3.5
12:32:56,650,4.3
12:32:57,651,20.7
12:32:58,652,19.3
12:32:59,653,7.4
12:33:00,654,39.5
12:33:01,655,17.9
12:33:02,656,6.6
12:33:03,657,17.1
12:33:04,658,21.8
12:33:05,659,3.1
12:33:06,660,6.6
12:33:07,661,5.5
12:33:08,662,7
12:33:09,663,13.3
12:33:10,664,25.8
12:33:11,665,7.4
12:33:12,666,6.6
12:33:13,667,5.4
12:33:14,668,7.8
12:33:15,669,13.5
12:33:16,670,21.6
12:33:17,671,7.4
12:33:18,672,7.4
12:33:19,673,6.2
12:33:20,674,7
12:33:21,675,31
12:33:22,676,39.7
12:33:23,677,26.6
12:33:24,678,26.5
12:33:25,679,22.7
12:33:26,680,6.6
12:33:27,681,12.8
12:33:28,682,19.9
12:33:29,683,6.6
12:33:30,684,23
12:33:31,685,5
12:33:32,686,9.8
12:33:33,687,16.7
12:33:34,688,17.1
12:33:35,689,8.2
12:33:36,690,11.3
12:33:37,691,7
12:33:38,692,7.4
12:33:39,693,20
12:33:40,694,20.7
12:33:41,695,5.8
12:33:42,696,16.7
12:33:43,697,6.6
12:33:44,698,14
12:33:45,699,25.2
12:33:46,700,52.9
12:33:47,701,29.6
12:33:48,702,15.4
12:33:49,703,24.5
12:33:50,704,26.6
12:33:51,705,36.4
12:33:52,706,32.3
12:33:53,707,30.7
12:33:54,708,26.6
12:33:55,709,51.2
12:33:56,710,24.8
12:33:57,711,33.6
12:33:58,712,42.7
12:33:59,713,36.8
12:34:00,714,40.6
12:34:01,715,49
12:34:02,716,18.8
12:34:03,717,14.7
12:34:04,718,42.6
12:34:05,719,29.7
12:34:06,720,34.1
12:34:07,721,27.8
12:34:08,722,26.3
12:34:09,723,26.1
12:34:10,724,29.5
12:34:11,725,38.5
12:34:12,726,39.5
12:34:13,727,14.9
12:34:14,728,18.6
12:34:15,729,25.2
12:34:16,730,25.9
12:34:17,731,46.6
12:34:18,732,12.1
12:34:19,733,9.8
12:34:20,734,10.9
12:34:21,735,5.5
12:34:22,736,27.7
12:34:23,737,45.5
12:34:24,738,28.8
12:34:25,739,21.5
12:34:26,740,2.3
12:34:27,741,4.7
12:34:28,742,5.9
12:34:29,743,28.5
12:34:30,744,21.4
12:34:31,745,4.7
12:34:32,746,7
12:34:33,747,5.1
12:34:34,748,3.9
12:34:35,749,32.9
12:34:36,750,7.8
12:34:37,751,9
12:34:38,752,3.9
12:34:39,753,7.4
12:34:40,754,8.2
12:34:41,755,26.8
12:34:42,756,13.2
12:34:43,757,4.3
12:34:44,758,8.2
12:34:45,759,7
12:34:46,760,10.1
12:34:47,761,26.2
12:34:48,762,11.3
12:34:49,763,7
12:34:50,764,7.4
12:34:51,765,5.4
12:34:52,766,12.1
12:34:53,767,26
12:34:54,768,15.1
12:34:55,769,10.4
12:34:56,770,8.1
12:34:57,771,8.1
12:34:58,772,5.9
12:34:59,773,22.6
12:35:00,774,21.2
12:35:01,775,32.2
12:35:02,776,17.1
12:35:03,777,4.3
12:35:04,778,9.7
12:35:05,779,14.3
12:35:06,780,23.9
12:35:07,781,5.1
12:35:08,782,8.9
12:35:09,783,6.6
12:35:10,784,8.1
12:35:11,785,12
12:35:12,786,23
12:35:13,787,5.9
12:35:14,788,6.2
12:35:15,789,4.7
12:35:16,790,8.2
12:35:17,791,13.2
12:35:18,792,27
12:35:19,793,28.7
12:35:20,794,30.9
12:35:21,795,27.8
12:35:22,796,53.5
12:35:23,797,57.9
12:35:24,798,67.7
12:35:25,799,40.3
12:35:26,800,8.2
12:35:27,801,7.8
12:35:28,802,5.1
12:35:29,803,17.1
12:35:30,804,26.5
12:35:31,805,7
12:35:32,806,5.9
12:35:33,807,13.3
12:35:34,808,4.7
12:35:35,809,19.5
12:35:36,810,22.1
12:35:37,811,5.9
12:35:38,812,8.1
12:35:39,813,10.1
12:35:40,814,4.7
12:35:41,815,19.6
12:35:42,816,19.8
12:35:43,817,7.7
12:35:44,818,8.4
12:35:45,819,5.1
12:35:46,820,8.9
12:35:47,821,18.9
12:35:48,822,28.7
12:35:49,823,5.9
12:35:50,824,3.9
12:35:51,825,4.3
12:35:52,826,6.6
12:35:53,827,10.5
12:35:54,828,28.2
12:35:55,829,3.5
12:35:56,830,9.3
12:35:57,831,5.4
12:35:58,832,6.6
12:35:59,833,10.5
12:36:00,834,26.7
12:36:01,835,6.2
12:36:02,836,40.9
12:36:03,837,8.5
12:36:04,838,9.7
12:36:05,839,10.9
12:36:06,840,24.9
12:36:07,841,7.8
12:36:08,842,8.6
12:36:09,843,7
12:36:10,844,7.8
12:36:11,845,10.9
12:36:12,846,22.9
12:36:13,847,7.8
12:36:14,848,11.2
12:36:15,849,8.6
12:36:16,850,4.7
12:36:17,851,13.1
12:36:18,852,28.6
12:36:19,853,9.7
12:36:20,854,5.5
12:36:21,855,9.7
12:36:22,856,28.4
12:36:23,857,33.9
12:36:24,858,41.1
12:36:25,859,20.3
12:36:26,860,33.1
12:36:27,861,13.1
12:36:28,862,4.3
12:36:29,863,19.6
12:36:30,864,29.6
12:36:31,865,8.9
12:36:32,866,6.6
12:36:33,867,8.9
12:36:34,868,9.7
12:36:35,869,15.1
12:36:36,870,31.7
12:36:37,871,10.9
12:36:38,872,23.1
12:36:39,873,8.9
12:36:40,874,5.9
12:36:41,875,10.1
12:36:42,876,24.3
12:36:43,877,7
12:36:44,878,6.2
12:36:45,879,8.9
12:36:46,880,6.2
12:36:47,881,10.5
12:36:48,882,32.4
12:36:49,883,8.1
12:36:50,884,6.2
12:36:51,885,5.5
12:36:52,886,6.2
12:36:53,887,12
12:36:54,888,23.3
12:36:55,889,5.4
12:36:56,890,5.8
12:36:57,891,8.1
12:36:58,892,9.8
12:36:59,893,20.5
12:37:00,894,20.1
12:37:01,895,5.9
12:37:02,896,29.1
12:37:03,897,19.9
12:37:04,898,6.2
12:37:05,899,16.3
12:37:06,900,27.9
12:37:07,901,8.9
12:37:08,902,7.3
12:37:09,903,5.1
12:37:10,904,5.9
12:37:11,905,7.8
12:37:12,906,22.6
12:37:13,907,4.7
12:37:14,908,7.4
12:37:15,909,5.8
12:37:16,910,5.9
12:37:17,911,9
12:37:18,912,21.8
12:37:19,913,2.3
12:37:20,914,7.4
12:37:21,915,21.5
12:37:22,916,27.2
12:37:23,917,31.1
12:37:24,918,41.7
12:37:25,919,16.4
12:37:26,920,7
12:37:27,921,7.5
12:37:28,922,4.7
12:37:29,923,24.1
12:37:30,924,27.1
12:37:31,925,8.6
12:37:32,926,6.2
12:37:33,927,7.8
12:37:34,928,17.7
12:37:35,929,26.6
12:37:36,930,25
12:37:37,931,5.8
12:37:38,932,5.1
12:37:39,933,7.4
12:37:40,934,5.9
12:37:41,935,14.4
12:37:42,936,27.3
12:37:43,937,6.6
12:37:44,938,7.4
12:37:45,939,7.4
12:37:46,940,6.9
12:37:47,941,8.5
12:37:48,942,28.7
12:37:49,943,8.2
12:37:50,944,4.7
12:37:51,945,5.5
12:37:52,946,6.6
12:37:53,947,9.4
12:37:54,948,29
12:37:55,949,15.4
12:37:56,950,7.7
12:37:57,951,5.4
12:37:58,952,7
12:37:59,953,7
12:38:00,954,24.8
12:38:01,955,15.5
12:38:02,956,7.4
12:38:03,957,45.8
12:38:04,958,8.1
12:38:05,959,3.1
12:38:06,960,17
12:38:07,961,12.4
12:38:08,962,7.1
12:38:09,963,6.2
12:38:10,964,7.8
12:38:11,965,6.2
12:38:12,966,25
12:38:13,967,21.7
12:38:14,968,5.9
12:38:15,969,5.1
12:38:16,970,8.9
12:38:17,971,6.2
12:38:18,972,13.5
12:38:19,973,25.3
12:38:20,974,8.1
12:38:21,975,25.9
12:38:22,976,32.7
12:38:23,977,27.3
12:38:24,978,33.7
12:38:25,979,28.1
12:38:26,980,5.8
12:38:27,981,9.8
12:38:28,982,21
12:38:29,983,33.2
12:38:30,984,39
12:38:31,985,30.2
12:38:32,986,24.9
12:38:34,987,7.8
12:38:35,988,5.1
12:38:36,989,3.5
12:38:37,990,29.8
12:38:38,991,12.4
12:38:39,992,5.4
12:38:40,993,7.8
12:38:41,994,7.8
12:38:42,995,9.3
12:38:43,996,21.7
12:38:44,997,16.2
12:38:45,998,12.8
12:38:46,999,7.8
12:38:47,1000,7.8
12:38:48,1001,5.8
12:38:49,1002,23.1
12:38:50,1003,15.8
12:38:51,1004,25.1
12:38:52,1005,18.3
12:38:53,1006,6.2
12:38:54,1007,4.7
12:38:55,1008,17.6
12:38:56,1009,17.1
12:38:57,1010,7
12:38:58,1011,5.1
12:38:59,1012,5.1
12:39:00,1013,30.4
12:39:01,1014,19.2
12:39:02,1015,17.4
12:39:03,1016,6.2
12:39:04,1017,27.6
12:39:05,1018,30.4
12:39:06,1019,5.5
12:39:07,1020,18.6
12:39:08,1021,22.6
12:39:09,1022,10.5
12:39:10,1023,6.3
12:39:11,1024,6.2
12:39:12,1025,5.8
12:39:13,1026,11.6
12:39:14,1027,33.6
12:39:15,1028,7
12:39:16,1029,5.8
12:39:17,1030,5.5
12:39:18,1031,10.5
12:39:19,1032,5.5
12:39:20,1033,23.8
12:39:21,1034,6.2
12:39:22,1035,19.5
12:39:23,1036,27.3
12:39:24,1037,26.1
12:39:25,1038,29.8
12:39:26,1039,20.6
12:39:27,1040,7
12:39:28,1041,9.3
12:39:29,1042,7
12:39:30,1043,24.9
12:39:31,1044,17.1
12:39:32,1045,16
12:39:33,1046,6.7
12:39:34,1047,5
12:39:35,1048,8.2
12:39:36,1049,7.4
12:39:37,1050,15.6
12:39:38,1051,20.6
12:39:39,1052,5.5
12:39:40,1053,8.6
12:39:41,1054,5.5
12:39:42,1055,5.5
12:39:43,1056,18.2
12:39:44,1057,18.8
12:39:45,1058,5.4
12:39:46,1059,10.1
12:39:47,1060,5.9
12:39:48,1061,9.7
12:39:49,1062,14.1
12:39:50,1063,27.3
12:39:51,1064,6.2
12:39:52,1065,8.5
12:39:53,1066,8.2
12:39:54,1067,3.9
12:39:55,1068,4.7
12:39:56,1069,30.2
12:39:57,1070,5.5
12:39:58,1071,4.7
12:39:59,1072,7.8
12:40:00,1073,12.1
12:40:01,1074,11.7
12:40:02,1075,50
12:40:03,1076,17.7
12:40:04,1077,17.4
12:40:05,1078,48.8
12:40:06,1079,12.4
12:40:07,1080,31
12:40:08,1081,40.6
12:40:09,1082,25
12:40:10,1083,23.2
12:40:11,1084,32.8
12:40:12,1085,19.7
12:40:13,1086,24.5
12:40:14,1087,40.7
12:40:15,1088,29.5
12:40:16,1089,34.5
12:40:17,1090,31.5
12:40:18,1091,31.6
12:40:19,1092,48.1
12:40:20,1093,65.3
12:40:21,1094,51
12:40:22,1095,48.1
12:40:23,1096,58.7
12:40:24,1097,58.1
12:40:25,1098,70.9
12:40:26,1099,56.4
12:40:27,1100,22.6
12:40:28,1101,14.2
12:40:29,1102,20.9
12:40:30,1103,33.7
12:40:31,1104,22.3
12:40:32,1105,33.8
12:40:33,1106,24.1
12:40:34,1107,29.2
12:40:35,1108,31.3
12:40:36,1109,22.4
12:40:37,1110,33.7
12:40:38,1111,41.8
12:40:39,1112,46.2
12:40:40,1113,16.9
12:40:41,1114,32.3
12:40:42,1115,37.2
12:40:43,1116,12.3
12:40:44,1117,43.5
12:40:45,1118,31.6
12:40:46,1119,9.4
12:40:47,1120,13.5
12:40:48,1121,11.9
12:40:49,1122,13.4
12:40:50,1123,29.2
12:40:51,1124,18.2
12:40:52,1125,8.1
12:40:53,1126,7.4
12:40:54,1127,5.4
12:40:55,1128,6.6
12:40:56,1129,20.8
12:40:57,1130,26.9
12:40:58,1131,7.8
12:40:59,1132,6.6
12:41:00,1133,10.5
12:41:01,1134,7
12:41:02,1135,12.8
12:41:03,1136,28.6
12:41:04,1137,6.2
12:41:05,1138,16.8
12:41:06,1139,29.5
12:41:07,1140,3.9
12:41:08,1141,11.2
12:41:09,1142,20.6
12:41:10,1143,7.8
12:41:11,1144,8.8
12:41:12,1145,5.1
12:41:13,1146,8.6
12:41:14,1147,13.6
12:41:15,1148,21.9
12:41:16,1149,6.6
12:41:17,1150,8.6
12:41:18,1151,23.8
12:41:19,1152,54.6
12:41:20,1153,36
12:41:21,1154,45.9
12:41:22,1155,52.3
12:41:23,1156,52.7
12:41:24,1157,52.7
12:41:25,1158,52.5
12:41:26,1159,51.1
12:41:27,1160,35.1
12:41:28,1161,25.6
12:41:29,1162,26.6
12:41:30,1163,27
12:41:31,1164,5
12:41:32,1165,20
12:41:33,1166,17.8
